Yr,Mo,Date,RequestorTeams,Product,ActivityHead,GLHead,TotalAmount,FiscalYear
2024,4,2024-04-30,Aviators,Arbi A,DM Marketing Expenses,DM Marketing Expenses,105131.0,FY23-24
2024,4,2024-04-30,ELITE,Onita,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,134000.0,FY23-24
2024,4,2024-04-30,ELITE,Onita,Equipments (With Doctor),Equipments - S&D,100000.0,FY23-24
2024,4,2024-04-30,ELITE,Onita,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-01,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY23-24
2024,4,2024-04-01,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,40000.0,FY23-24
2024,4,2024-04-01,BONE SAVIORS,Nise,Equipments (With Doctor),Equipments - S&D,45000.0,FY23-24
2024,4,2024-04-01,GLADIATORS,FEMOVA,Equipments (With Doctor),Equipments - S&D,48000.0,FY23-24
2024,4,2024-04-01,INTERNATIONAL MARKETS,K1000,Equipments (With Doctor),Equipments - S&D,25000.0,FY23-24
2024,4,2024-04-01,MAVERICKS,Duzalta,DM Marketing Expenses,DM Marketing Expenses,25960.0,FY23-24
2024,4,2024-04-01,MAVERICKS,Estar 5,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,16000.0,FY23-24
2024,4,2024-04-01,OMRON HEALTH CARE,OMRON (CLAIMABLE),Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,127600.0,FY23-24
2024,4,2024-04-01,WARRIORS,Actiflor,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,17071.0,FY23-24
2024,4,2024-04-02,Unknown,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,27566.0,FY23-24
2024,4,2024-04-02,Unknown,Gouric 80,Doctors Printing,Prescription Pads - S&D,25500.0,FY23-24
2024,4,2024-04-02,Unknown,SheVit,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,77566.0,FY23-24
2024,4,2024-04-02,ALPHA,Avsar,Salary For Contractual,Social / Cultural / Educational Program  - S&D,104167.0,FY23-24
2024,4,2024-04-02,ALPHA,Xplended 20,Salary For Contractual,Social / Cultural / Educational Program  - S&D,92500.0,FY23-24
2024,4,2024-04-02,ALPHA,Xplended 5-10,Salary For Contractual,Social / Cultural / Educational Program  - S&D,160668.0,FY23-24
2024,4,2024-04-02,ALPHA,Zibes,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,259200.0,FY23-24
2024,4,2024-04-02,ARCHERS,Stevo,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,50000.0,FY23-24
2024,4,2024-04-02,BONE SAVIORS,Nise,Salary For Contractual,Social / Cultural / Educational Program  - S&D,15000.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Erlina,Salary For Contractual,Social / Cultural / Educational Program  - S&D,7500.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Inosita Plus,Equipments (With Doctor),Equipments - S&D,38000.0,FY23-24
2024,4,2024-04-02,ONCOLOGY,Unknown,Salary For Contractual,Social / Cultural / Educational Program  - S&D,0.0,FY23-24
2024,4,2024-04-02,ONCOLOGY,Traszeptin,Salary For Contractual,Social / Cultural / Educational Program  - S&D,10000.0,FY23-24
2024,4,2024-04-02,TITANS,Estar,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,114629.0,FY23-24
2024,4,2024-04-02,WARRIORS,Actiflor,Doctors Printing,Prescription Pads - S&D,40000.0,FY23-24
2024,4,2024-04-02,WARRIORS,Actiflor,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,46500.0,FY23-24
2024,4,2024-04-02,WARRIORS,Ferfer Gro,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,2000.0,FY23-24
2024,4,2024-04-03,Aviators,Arbi A,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,56179.0,FY23-24
2024,4,2024-04-03,BONE SAVIORS,Thewril,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY23-24
2024,4,2024-04-03,OMRON HEALTH CARE,ACTNISE,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,11000.0,FY23-24
2024,4,2024-04-03,OMRON HEALTH CARE,Evocheck BGM,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,16200.0,FY23-24
2024,4,2024-04-03,OMRON HEALTH CARE,Evocheck GO,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,15200.0,FY23-24
2024,4,2024-04-04,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,22000.0,FY23-24
2024,4,2024-04-04,Unknown,Busonide,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,4,2024-04-04,ALPHA,Xplended 5-10,Equipments (With Doctor),Equipments - S&D,300000.0,FY23-24
2024,4,2024-04-04,DIGITAL MARKETING,Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,12057.0,FY23-24
2024,4,2024-04-04,DIGITAL MARKETING,Kalsob,DM Marketing Expenses,DM Marketing Expenses,30490.0,FY23-24
2024,4,2024-04-04,GLADIATORS,Ferfer,Camps (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-05,Unknown,Lowplat Plus,Screening (With Doctor),Screening - S&D,20000.0,FY23-24
2024,4,2024-04-05,GLADIATORS,Ferfer,Equipments (With Doctor),Equipments - S&D,25000.0,FY23-24
2024,4,2024-04-05,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,8000.0,FY23-24
2024,4,2024-04-08,BONE SAVIORS,Redexa,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-08,DIGITAL MARKETING,SheVit,DM Marketing Expenses,DM Marketing Expenses,10847.0,FY23-24
2024,4,2024-04-08,ELITE,Opt-D,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,48700.0,FY23-24
2024,4,2024-04-08,TRANSFORMERS,Erli Plus,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,60000.0,FY23-24
2024,4,2024-04-08,TRANSFORMERS,Erli Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,58000.0,FY23-24
2024,4,2024-04-08,TRANSFORMERS,Inosita Plus,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,270000.0,FY23-24
2024,4,2024-04-09,Aviators,Arbi A,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,30000.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,Inosita Plus 50/850,DM Marketing Expenses,DM Marketing Expenses,3210.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,SPARLIV,DM Marketing Expenses,DM Marketing Expenses,34732.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,Stevo,DM Marketing Expenses,DM Marketing Expenses,15149.0,FY23-24
2024,4,2024-04-09,INTERNATIONAL MARKETS,Orslim,Equipments (With Doctor),Equipments - S&D,20500.0,FY23-24
2024,4,2024-04-09,INTERNATIONAL MARKETS,SheVit,Equipments (With Doctor),Equipments - S&D,15000.0,FY23-24
2024,4,2024-04-14,NAVIGATORS,Dapwiz Plus XR,Doctors Printing,Prescription Pads - S&D,80000.0,FY23-24
2024,4,2024-04-15,Unknown,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,20000.0,FY23-24
2024,4,2024-04-15,ALPHA,Zibes,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,500.0,FY23-24
2024,4,2024-04-16,Unknown,Institutional Ad Pro,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,160000.0,FY23-24
2024,4,2024-04-16,Aviators,Arbi A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,54801.0,FY23-24
2024,4,2024-04-16,DIGITAL MARKETING,Aireez,DM Marketing Expenses,DM Marketing Expenses,4852.0,FY23-24
2024,4,2024-04-16,DIGITAL MARKETING,K1000,DM Marketing Expenses,DM Marketing Expenses,16703.0,FY23-24
2024,4,2024-04-16,DIGITAL MARKETING,SPARLIV,DM Marketing Expenses,DM Marketing Expenses,65314.0,FY23-24
2024,4,2024-04-16,DIGITAL MARKETING,Stevo,DM Marketing Expenses,DM Marketing Expenses,50333.0,FY23-24
2024,4,2024-04-16,ELITE,Onita,Doctors Printing,Prescription Pads - S&D,50000.0,FY23-24
2024,4,2024-04-16,ELITE,Onita,Equipment Medical & Other (With Doctor),Equipments - S&D,45000.0,FY23-24
2024,4,2024-04-16,GLADIATORS,Actiflor,Workshops (W/O Doctor),Seminars / Symposium / Video Shows - S&D,160000.0,FY23-24
2024,4,2024-04-16,GLADIATORS,FEMOVA,Equipment Medical & Other (With Doctor),Equipments - S&D,7000.0,FY23-24
2024,4,2024-04-16,GLADIATORS,Ferfer,Equipment Medical & Other (With Doctor),Equipments - S&D,43000.0,FY23-24
2024,4,2024-04-16,MAVERICKS,Duzalta,Doctors Printing,Prescription Pads - S&D,150000.0,FY23-24
2024,4,2024-04-17,MAVERICKS,Duzalta,DM Marketing Expenses,DM Marketing Expenses,60000.0,FY23-24
2024,4,2024-04-17,TRANSFORMERS,Gouric,Others,Others - S&D,12821.0,FY23-24
2024,4,2024-04-19,METABOLIZERS,Inosita Plus 50/850,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,15000.0,FY23-24
2024,4,2024-04-20,ONCOLOGY,Rituxim,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,5000.0,FY23-24
2024,4,2024-04-22,Unknown,Ferfer,Gifts & Souviners (W/O Doctor),Giveaways - S&D,7500.0,FY23-24
2024,4,2024-04-22,Unknown,Institutional Ad Pro,Doctors Printing,Prescription Pads - S&D,68620.0,FY23-24
2024,4,2024-04-22,Unknown,Institutional Ad Pro,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,15000.0,FY23-24
2024,4,2024-04-22,Unknown,Institutional Ad Pro,Ward Support Program (W/O Doctor),Social / Cultural / Educational Program  - S&D,2173913.0,FY23-24
2024,4,2024-04-22,Unknown,Orslim,Doctors Printing,Prescription Pads - S&D,185000.0,FY23-24
2024,4,2024-04-22,Unknown,SheVit,Gifts & Souviners (W/O Doctor),Giveaways - S&D,52407.0,FY23-24
2024,4,2024-04-22,Unknown,SheVit,Gifts & Souviners To Doctors (With Doctor),Giveaways - S&D,25000.0,FY23-24
2024,4,2024-04-22,ALPHA,Zibes,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,11055.0,FY23-24
2024,4,2024-04-22,Aviators,Arbi A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-22,INTERNATIONAL MARKETS,K1000,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,20000.0,FY23-24
2024,4,2024-04-22,INTERNATIONAL MARKETS,Orslim,Equipments (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,Inosita,DM Marketing Expenses,DM Marketing Expenses,157813.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,INOSITA PLUS XR,DM Marketing Expenses,DM Marketing Expenses,12500.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,Xplended 5-10,DM Marketing Expenses,DM Marketing Expenses,12500.0,FY23-24
2024,4,2024-04-22,TRANSFORMERS,Gouric,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,372869.0,FY23-24
2024,4,2024-04-23,Unknown,Busonide,Doctors Printing,Prescription Pads - S&D,60000.0,FY23-24
2024,4,2024-04-23,Unknown,Onita,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,75000.0,FY23-24
2024,4,2024-04-23,ALPHA,Ramipace,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-23,Aviators,Arbi A,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,64102.0,FY23-24
2024,4,2024-04-23,BONE SAVIORS,Kalsob,Doctors Printing,Prescription Pads - S&D,30000.0,FY23-24
2024,4,2024-04-23,BONE SAVIORS,Kalsob,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,20000.0,FY23-24
2024,4,2024-04-23,MAVERICKS,Duzalta,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,112360.0,FY23-24
2024,4,2024-04-23,NAVIGATORS,Dapwiz Plus XR,Doctors Printing,Prescription Pads - S&D,20650.0,FY23-24
2024,4,2024-04-23,NAVIGATORS,Dapwiz Plus XR,Equipment Medical & Other (With Doctor),Equipments - S&D,29500.0,FY23-24
2024,4,2024-04-23,TRANSFORMERS,Gouric,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,40000.0,FY23-24
2024,4,2024-04-23,TRANSFORMERS,Institutional Ad Pro,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-23,WARRIORS,Actiflor,Equipments (With Doctor),Equipments - S&D,73600.0,FY23-24
2024,4,2024-04-23,WARRIORS,K1000,Equipments (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,4,2024-04-24,Unknown,Busonide,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,200000.0,FY23-24
2024,4,2024-04-24,ALPHA,SACVIN,Screening (With Doctor),Screening - S&D,120000.0,FY23-24
2024,4,2024-04-24,ALPHA,SACVIN,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,35000.0,FY23-24
2024,4,2024-04-24,Aviators,Arbi A,Workshops (With Doctor),Seminars / Symposium / Video Shows - S&D,80000.0,FY23-24
2024,4,2024-04-24,NAVIGATORS,Dapwiz Plus XR,Screening (With Doctor),Screening - S&D,180000.0,FY23-24
2024,4,2024-04-24,TITANS,Klevra,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,193452.0,FY23-24
2024,4,2024-04-24,TITANS,Xilica,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,193452.0,FY23-24
2024,4,2024-04-24,TITANS,Xplended 5-10,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,193452.0,FY23-24
2024,4,2024-04-24,TRANSFORMERS,Erli Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-24,WINNERS,Arbi A,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,33708.0,FY23-24
2024,4,2024-04-30,Unknown,Busonide,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,127000.0,FY23-24
2024,4,2024-04-30,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,550000.0,FY23-24
2024,4,2024-04-30,Unknown,Busonide,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,540000.0,FY23-24
2024,4,2024-04-30,ELITE,Onita,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-30,ELITE,Opt-D,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,70000.0,FY23-24
2024,4,2024-04-30,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY23-24
2024,4,2024-04-30,NAVIGATORS,Dapwiz Plus XR,Doctors Printing,Prescription Pads - S&D,50000.0,FY23-24
2024,4,2024-04-01,Unknown,SheVit,Equipment Medical & Other (With Doctor),Equipments - S&D,230000.0,FY23-24
2024,4,2024-04-01,ARCHERS,Stevo,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,15000.0,FY23-24
2024,4,2024-04-01,Aviators,Arbi A,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,20000.0,FY23-24
2024,4,2024-04-01,GLADIATORS,Adfolic OD,Equipments (With Doctor),Equipments - S&D,21000.0,FY23-24
2024,4,2024-04-01,GLADIATORS,Ferfer,Equipments (With Doctor),Equipments - S&D,31000.0,FY23-24
2024,4,2024-04-02,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,31236.0,FY23-24
2024,4,2024-04-02,Unknown,Busonide,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY23-24
2024,4,2024-04-02,Unknown,Evofix,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,23628.0,FY23-24
2024,4,2024-04-02,Unknown,Gouric 80,Manual / Literatures / Photo Copies,Manual / Literatures / Photo Copies - S&D,21960.0,FY23-24
2024,4,2024-04-02,ALPHA,Arbi,Salary For Contractual,Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,4,2024-04-02,ALPHA,Lowplat,Salary For Contractual,Social / Cultural / Educational Program  - S&D,131499.0,FY23-24
2024,4,2024-04-02,ALPHA,SACVIN,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY23-24
2024,4,2024-04-02,BONE SAVIORS,Corporate Account Ad Pro,A&P CONTRACTUAL MARKETING SUPPORT PROFESSIONALS (KHWAJA RAZI HAIDER ETC),Other,52800.0,FY23-24
2024,4,2024-04-02,CHALLENGERS,Avsar,Salary For Contractual,Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-02,CHAMPIONS,ANPLAG,Salary For Contractual,Social / Cultural / Educational Program  - S&D,100000.0,FY23-24
2024,4,2024-04-02,CHAMPIONS,Xplended 20,Salary For Contractual,Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-02,GLADIATORS,Evofix,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,13585.0,FY23-24
2024,4,2024-04-02,GLADIATORS,Ferfer,Workshops (With Doctor),Seminars / Symposium / Video Shows - S&D,11737.0,FY23-24
2024,4,2024-04-02,GLADIATORS,SheVit,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,54339.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Unknown,Salary For Contractual,Social / Cultural / Educational Program  - S&D,0.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Inosita,Salary For Contractual,Social / Cultural / Educational Program  - S&D,7500.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Telsarta,Salary For Contractual,Social / Cultural / Educational Program  - S&D,7500.0,FY23-24
2024,4,2024-04-02,WARRIORS,Actiflor,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,25642.0,FY23-24
2024,4,2024-04-02,WARRIORS,Ferfer Gro,Equipments (With Doctor),Equipments - S&D,35000.0,FY23-24
2024,4,2024-04-03,OMRON HEALTH CARE,K1000,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,6000.0,FY23-24
2024,4,2024-04-03,OMRON HEALTH CARE,OMRON (CLAIMABLE),Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,281200.0,FY23-24
2024,4,2024-04-03,WINNERS,Dapwiz Plus XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,46000.0,FY23-24
2024,4,2024-04-04,ALPHA,Xplended 20,Doctors Printing,Prescription Pads - S&D,162500.0,FY23-24
2024,4,2024-04-04,ALPHA,Zibes,Doctors Printing,Prescription Pads - S&D,362500.0,FY23-24
2024,4,2024-04-04,ARCHERS,Stevo,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,200000.0,FY23-24
2024,4,2024-04-04,DIGITAL MARKETING,K1000,DM Marketing Expenses,DM Marketing Expenses,4320.0,FY23-24
2024,4,2024-04-04,DIGITAL MARKETING,SheVit,DM Marketing Expenses,DM Marketing Expenses,4320.0,FY23-24
2024,4,2024-04-04,DIGITAL MARKETING,SPARLIV,DM Marketing Expenses,DM Marketing Expenses,22189.0,FY23-24
2024,4,2024-04-04,NAVIGATORS,NAVIGATORS,PDA Refreshers - S&D,PDA Refreshers,200000.0,FY23-24
2024,4,2024-04-05,Unknown,Busonide,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,4,2024-04-05,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,8500.0,FY23-24
2024,4,2024-04-05,BONE SAVIORS,Redexa,Doctors Printing,Prescription Pads - S&D,40000.0,FY23-24
2024,4,2024-04-05,ELITE,Gouric 80,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-05,ELITE,Kalsob,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,90000.0,FY23-24
2024,4,2024-04-05,EVOCHECK (TEAM),Evocheck GO,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,91630.0,FY23-24
2024,4,2024-04-05,INTERNATIONAL MARKETS,K1000,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,16854.0,FY23-24
2024,4,2024-04-05,MAVERICKS,Estar 5,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,35000.0,FY23-24
2024,4,2024-04-07,Aviators,Arbi A,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,16000.0,FY23-24
2024,4,2024-04-08,Unknown,Gouric 80,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,35000.0,FY23-24
2024,4,2024-04-08,ALPHA,Xplended 20,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-08,BONE SAVIORS,Nise,Equipments (With Doctor),Equipments - S&D,20000.0,FY23-24
2024,4,2024-04-08,BONE SAVIORS,Nise,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,145000.0,FY23-24
2024,4,2024-04-08,DIGITAL MARKETING,Erli Plus,DM Marketing Expenses,DM Marketing Expenses,4301.0,FY23-24
2024,4,2024-04-08,WARRIORS,Actiflor,Equipments (With Doctor),Equipments - S&D,250200.0,FY23-24
2024,4,2024-04-08,WARRIORS,Actiflor,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,40000.0,FY23-24
2024,4,2024-04-08,WARRIORS,Actiflor,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,25600.0,FY23-24
2024,4,2024-04-08,WARRIORS,Evofix,Equipments (With Doctor),Equipments - S&D,124000.0,FY23-24
2024,4,2024-04-09,CHAMPIONS,Xplended 5-10,Others,Others - S&D,44550.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,Inosita,DM Marketing Expenses,DM Marketing Expenses,1052.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,3208.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,Kalsob,DM Marketing Expenses,DM Marketing Expenses,28301.0,FY23-24
2024,4,2024-04-09,ELITE,Gouric 80,Books (With Doctor),Books / Journals / Magazines - S&D,80000.0,FY23-24
2024,4,2024-04-09,GLADIATORS,Ferfer,Equipment Medical & Other (With Doctor),Equipments - S&D,50000.0,FY23-24
