Yr,Mo,Date,RequestorTeams,Product,ActivityHead,GLHead,TotalAmount,FiscalYear
2024,3,2024-03-12,CHALLENGERS,Avsar,Equipments (With Doctor),Equipments - S&D,35000.0,FY23-24
2024,3,2024-03-12,ELITE,Opt-D,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,118286.0,FY23-24
2024,3,2024-03-12,GLADIATORS,K1000,Others,Others - S&D,20000.0,FY23-24
2024,3,2024-03-12,INSTITUTIONAL,Institutional Ad Pro,Renovation Ward (With Doctor),Renovation Wards - S&D,100000.0,FY23-24
2024,3,2024-03-12,NAVIGATORS,SheVit,Doctors Printing,Prescription Pads - S&D,85000.0,FY23-24
2024,3,2024-03-12,TRANSFORMERS,Inosita Plus,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY23-24
2024,3,2024-03-13,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,278051.0,FY23-24
2024,3,2024-03-13,ALPHA,Xplended 20,Equipments (With Doctor),Equipments - S&D,111625.0,FY23-24
2024,3,2024-03-13,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,75000.0,FY23-24
2024,3,2024-03-13,BONE SAVIORS,Nise,Equipments (With Doctor),Equipments - S&D,75000.0,FY23-24
2024,3,2024-03-13,MAVERICKS,Duzalta,DM Marketing Expenses,DM Marketing Expenses,250000.0,FY23-24
2024,3,2024-03-13,TITANS,Xilica,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,30000.0,FY23-24
2024,3,2024-03-13,TRANSFORMERS,Erli Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,175120.0,FY23-24
2024,3,2024-03-13,WINNERS,Arbi A,Screening (With Doctor),Screening - S&D,25000.0,FY23-24
2024,3,2024-03-14,INTERNATIONAL MARKETS,SheVit,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,28500.0,FY23-24
2024,3,2024-03-14,TITANS,Estar,DM Marketing Expenses,DM Marketing Expenses,178000.0,FY23-24
2024,3,2024-03-14,TRANSFORMERS,Erli Plus,Equipments (With Doctor),Equipments - S&D,40000.0,FY23-24
2024,3,2024-03-14,TRANSFORMERS,Erli Plus,Renovation Ward (With Doctor),Renovation Wards - S&D,110000.0,FY23-24
2024,3,2024-03-14,TRANSFORMERS,Gouric,Equipments (With Doctor),Equipments - S&D,60000.0,FY23-24
2024,3,2024-03-15,Unknown,K1000,Equipment Medical & Other (With Doctor),Equipments - S&D,10608.0,FY23-24
2024,3,2024-03-15,Unknown,OPT-D INJ,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,70000.0,FY23-24
2024,3,2024-03-15,ALPHA,SACVIN,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,120000.0,FY23-24
2024,3,2024-03-15,Aviators,Arbi A,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,100000.0,FY23-24
2024,3,2024-03-15,Aviators,Erlina,Equipment Medical & Other (With Doctor),Equipments - S&D,15000.0,FY23-24
2024,3,2024-03-15,BONE SAVIORS,Kalsob,Doctors Printing,Prescription Pads - S&D,110000.0,FY23-24
2024,3,2024-03-15,BONE SAVIORS,Kalsob,Equipment Medical & Other (With Doctor),Equipments - S&D,75000.0,FY23-24
2024,3,2024-03-15,ELITE,Gouric 80,Equipments (With Doctor),Equipments - S&D,62000.0,FY23-24
2024,3,2024-03-15,ELITE,Opt-D,Doctors Printing,Prescription Pads - S&D,200000.0,FY23-24
2024,3,2024-03-15,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,55000.0,FY23-24
2024,3,2024-03-15,METABOLIZERS,Inosita Plus 50/850,Renovation Ward (With Doctor),Renovation Wards - S&D,32000.0,FY23-24
2024,3,2024-03-15,TRANSFORMERS,Erli Plus,Others,Others - S&D,4500.0,FY23-24
2024,3,2024-03-15,TRANSFORMERS,Inosita Plus,Gifts & Souviners (W/O Doctor),Giveaways - S&D,50000.0,FY23-24
2024,3,2024-03-16,EVOCHECK (TEAM),Evocheck GO,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,39600.0,FY23-24
2024,3,2024-03-16,METABOLIZERS,Zoltar,DM Marketing Expenses,DM Marketing Expenses,38110.0,FY23-24
2024,3,2024-03-18,Unknown,Institutional Ad Pro,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,500000.0,FY23-24
2024,3,2024-03-18,Aviators,Erlina,Equipment Medical & Other (With Doctor),Equipments - S&D,25000.0,FY23-24
2024,3,2024-03-18,Aviators,Evopride Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,3,2024-03-18,CHAMPIONS,Avsar Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,100000.0,FY23-24
2024,3,2024-03-18,CHAMPIONS,ERLI,Equipment Medical & Other (With Doctor),Equipments - S&D,96300.0,FY23-24
2024,3,2024-03-18,METABOLIZERS,Inosita Plus 50/850,Screening (With Doctor),Screening - S&D,50000.0,FY23-24
2024,3,2024-03-18,METABOLIZERS,Inosita Plus 50/850,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,505000.0,FY23-24
2024,3,2024-03-18,METABOLIZERS,INOSITA PLUS XR,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY23-24
2024,3,2024-03-18,NAVIGATORS,Dapwiz Plus XR,Equipments (With Doctor),Equipments - S&D,38000.0,FY23-24
2024,3,2024-03-18,WARRIORS,Actiflor,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,393240.0,FY23-24
2024,3,2024-03-18,WINNERS,Dapwiz Plus XR,DM Marketing Expenses,DM Marketing Expenses,15000.0,FY23-24
2024,3,2024-03-19,BONE SAVIORS,Nise,Equipments (With Doctor),Equipments - S&D,70000.0,FY23-24
2024,3,2024-03-19,BONE SAVIORS,Redexa,Equipment Medical & Other (With Doctor),Equipments - S&D,35000.0,FY23-24
2024,3,2024-03-19,INTERNATIONAL MARKETS,K1000,Equipments (With Doctor),Equipments - S&D,32500.0,FY23-24
2024,3,2024-03-19,INTERNATIONAL MARKETS,SheVit,Conference (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY23-24
2024,3,2024-03-19,MAVERICKS,Duzalta,DM Marketing Expenses,DM Marketing Expenses,512901.0,FY23-24
2024,3,2024-03-19,METABOLIZERS,Inosita Plus 50/850,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,110000.0,FY23-24
2024,3,2024-03-19,TITANS,Duzalta,DM Marketing Expenses,DM Marketing Expenses,126000.0,FY23-24
2024,3,2024-03-19,WARRIORS,Evofix,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,30000.0,FY23-24
2024,3,2024-03-20,Unknown,K1000,Equipments (With Doctor),Equipments - S&D,18816.0,FY23-24
2024,3,2024-03-20,Unknown,SheVit,Equipments (With Doctor),Equipments - S&D,13328.0,FY23-24
2024,3,2024-03-20,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,255000.0,FY23-24
2024,3,2024-03-20,BONE SAVIORS,Kalsob,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,41000.0,FY23-24
2024,3,2024-03-20,BONE SAVIORS,Nise,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,41000.0,FY23-24
2024,3,2024-03-20,BONE SAVIORS,Thewril,Equipments (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,3,2024-03-20,DIGITAL MARKETING,Opt-D,DM Marketing Expenses,DM Marketing Expenses,7057.0,FY23-24
2024,3,2024-03-20,MAVERICKS,Estar 5,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,3,2024-03-20,METABOLIZERS,Arbi A,DM Marketing Expenses,DM Marketing Expenses,137070.0,FY23-24
2024,3,2024-03-21,Unknown,SheVit,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,122500.0,FY23-24
2024,3,2024-03-21,DIGITAL MARKETING,Busonide,DM Marketing Expenses,DM Marketing Expenses,8808.0,FY23-24
2024,3,2024-03-21,DIGITAL MARKETING,Erlina,DM Marketing Expenses,DM Marketing Expenses,23184.0,FY23-24
2024,3,2024-03-21,DIGITAL MARKETING,Inosita Plus 50/850,DM Marketing Expenses,DM Marketing Expenses,23184.0,FY23-24
2024,3,2024-03-21,DIGITAL MARKETING,SPARLIV,DM Marketing Expenses,DM Marketing Expenses,37386.0,FY23-24
2024,3,2024-03-21,DIGITAL MARKETING,Vible,DM Marketing Expenses,DM Marketing Expenses,11284.0,FY23-24
2024,3,2024-03-21,METABOLIZERS,Inosita Plus 50/850,Screening (With Doctor),Screening - S&D,50000.0,FY23-24
2024,3,2024-03-21,WINNERS,Dapwiz Plus XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,3,2024-03-22,CORPORATE COMMUNICATION,Corporate Account Ad Pro,A&P EvoTalks,A&P EvoTalks,60000.0,FY23-24
2024,3,2024-03-22,INTERNATIONAL MARKETS,K1000,Gifts & Souviners (W/O Doctor),Giveaways - S&D,93000.0,FY23-24
2024,3,2024-03-25,Unknown,Busonide,Doctors Printing,Prescription Pads - S&D,30000.0,FY23-24
2024,3,2024-03-25,ELITE,Opt-D,Doctors Printing,Prescription Pads - S&D,73000.0,FY23-24
2024,3,2024-03-25,ELITE,Opt-D,Equipment Medical & Other (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,3,2024-03-25,METABOLIZERS,ERLI,DM Marketing Expenses,DM Marketing Expenses,25000.0,FY23-24
2024,3,2024-03-25,METABOLIZERS,Erli Plus XR,DM Marketing Expenses,DM Marketing Expenses,25000.0,FY23-24
2024,3,2024-03-25,NAVIGATORS,Arbi A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,15150.0,FY23-24
2024,3,2024-03-25,TITANS,Estar 5,Equipment Medical & Other (With Doctor),Equipments - S&D,600000.0,FY23-24
2024,3,2024-03-26,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,62000.0,FY23-24
2024,3,2024-03-26,Unknown,Institutional Ad Pro,Salary For Contractual,Social / Cultural / Educational Program  - S&D,360000.0,FY23-24
2024,3,2024-03-26,ALPHA,Xcept C,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,17000.0,FY23-24
2024,3,2024-03-26,ALPHA,Xcept C,Workshops (W/O Doctor),Seminars / Symposium / Video Shows - S&D,18000.0,FY23-24
2024,3,2024-03-26,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,15000.0,FY23-24
2024,3,2024-03-26,BONE SAVIORS,Redexa,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,3,2024-03-26,BONE SAVIORS,Thewril,Equipments (With Doctor),Equipments - S&D,14000.0,FY23-24
2024,3,2024-03-26,CHAMPIONS,Xplended 20,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,202248.0,FY23-24
2024,3,2024-03-26,INTERNATIONAL MARKETS,Orslim,Equipments (With Doctor),Equipments - S&D,55000.0,FY23-24
2024,3,2024-03-27,BRAVO,ERLI,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,32300.0,FY23-24
2024,3,2024-03-27,CHAMPIONS,Ramipace,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,19000.0,FY23-24
2024,3,2024-03-27,CHAMPIONS,Xplended 5-10,Seminar (With Doctor),Seminars / Symposium / Video Shows - S&D,30000.0,FY23-24
2024,3,2024-03-27,INTERNATIONAL MARKETS,K1000,Equipment Medical & Other (With Doctor),Equipments - S&D,13000.0,FY23-24
2024,3,2024-03-27,INTERNATIONAL MARKETS,Supercran,Equipments (With Doctor),Equipments - S&D,10000.0,FY23-24
2024,3,2024-03-27,TITANS,Estar,DM Marketing Expenses,DM Marketing Expenses,18375.0,FY23-24
2024,3,2024-03-27,WARRIORS,Actiflor,Doctors Printing,Prescription Pads - S&D,100000.0,FY23-24
2024,3,2024-03-28,Unknown,Busonide,Doctors Printing,Prescription Pads - S&D,20000.0,FY23-24
2024,3,2024-03-28,CHAMPIONS,Xcept C,Others,Others - S&D,1000.0,FY23-24
2024,3,2024-03-28,DIGITAL MARKETING,SPARLIV,DM Marketing Expenses,DM Marketing Expenses,11484.0,FY23-24
2024,3,2024-03-28,ELITE,Onita,Doctors Printing,Prescription Pads - S&D,25000.0,FY23-24
2024,3,2024-03-28,GLADIATORS,FEMOVA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,45000.0,FY23-24
2024,3,2024-03-28,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,16666.0,FY23-24
2024,3,2024-03-29,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,85000.0,FY23-24
2024,3,2024-03-29,Aviators,Arbi A,Equipment Medical & Other (With Doctor),Equipments - S&D,80000.0,FY23-24
2024,3,2024-03-29,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,3,2024-03-29,BONE SAVIORS,Nise,Equipments (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,3,2024-03-29,BONE SAVIORS,Redexa,Screening (With Doctor),Screening - S&D,67414.0,FY23-24
2024,3,2024-03-29,CHAMPIONS,ANPLAG,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY23-24
2024,3,2024-03-29,CHAMPIONS,Lowplat,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY23-24
2024,3,2024-03-29,DIGITAL MARKETING,Stevo,DM Marketing Expenses,DM Marketing Expenses,41030.0,FY23-24
2024,3,2024-03-29,ELITE,Gouric 80,Equipment Medical & Other (With Doctor),Equipments - S&D,140000.0,FY23-24
2024,3,2024-03-29,INTERNATIONAL MARKETS,K1000,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,35000.0,FY23-24
2024,3,2024-03-29,METABOLIZERS,Arbi A,DM Marketing Expenses,DM Marketing Expenses,173336.0,FY23-24
2024,3,2024-03-29,METABOLIZERS,Erli Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,137004.0,FY23-24
2024,3,2024-03-29,METABOLIZERS,Inosita Plus,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,4,2024-04-01,ARCHERS,OMRON (CLAIMABLE),Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,10000.0,FY23-24
2024,4,2024-04-01,BONE SAVIORS,Redexa,Equipments (With Doctor),Equipments - S&D,45000.0,FY23-24
2024,4,2024-04-01,MAVERICKS,Estar,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,16000.0,FY23-24
2024,4,2024-04-01,TITANS,Estar,DM Marketing Expenses,DM Marketing Expenses,57000.0,FY23-24
2024,4,2024-04-02,Unknown,Busonide,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,12820.0,FY23-24
2024,4,2024-04-02,ALPHA,Unknown,Salary For Contractual,Social / Cultural / Educational Program  - S&D,0.0,FY23-24
2024,4,2024-04-02,ALPHA,Xplended 20,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY23-24
2024,4,2024-04-02,ARCHERS,Evocheck BPM,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,13550.0,FY23-24
2024,4,2024-04-02,Aviators,Arbi,Equipment Medical & Other (With Doctor),Equipments - S&D,30000.0,FY23-24
2024,4,2024-04-02,Aviators,Arbi A,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,320000.0,FY23-24
2024,4,2024-04-02,Aviators,Erlina,Equipment Medical & Other (With Doctor),Equipments - S&D,35000.0,FY23-24
2024,4,2024-04-02,BONE SAVIORS,Opt-D,Salary For Contractual,Social / Cultural / Educational Program  - S&D,15000.0,FY23-24
2024,4,2024-04-02,BONE SAVIORS,Redexa,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,40000.0,FY23-24
2024,4,2024-04-02,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,54338.0,FY23-24
2024,4,2024-04-02,MAVERICKS,Duzalta,Salary For Contractual,Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Inosita Plus 50/850,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,26600.0,FY23-24
2024,4,2024-04-02,METABOLIZERS,Treatan,Salary For Contractual,Social / Cultural / Educational Program  - S&D,7500.0,FY23-24
2024,4,2024-04-02,TRANSFORMERS,Gouric,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,131502.0,FY23-24
2024,4,2024-04-03,OMRON HEALTH CARE,Kalsob,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,7389.0,FY23-24
2024,4,2024-04-04,ALPHA,SACVIN,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,680614.0,FY23-24
2024,4,2024-04-04,DIGITAL MARKETING,Stevo,DM Marketing Expenses,DM Marketing Expenses,46068.0,FY23-24
2024,4,2024-04-04,NAVIGATORS,WINNERS,PDA Refreshers - S&D,PDA Refreshers,200000.0,FY23-24
2024,4,2024-04-05,Unknown,BYVAS,Screening (With Doctor),Screening - S&D,10000.0,FY23-24
2024,4,2024-04-05,BONE SAVIORS,Nise,Doctors Printing,Prescription Pads - S&D,60000.0,FY23-24
2024,4,2024-04-05,ELITE,Gouric 80,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,125000.0,FY23-24
2024,4,2024-04-05,ELITE,Kalsob,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-05,ELITE,Redexa,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,35000.0,FY23-24
2024,4,2024-04-05,EVOCHECK (TEAM),Evocheck BGM,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,64600.0,FY23-24
2024,4,2024-04-08,Unknown,Institutional Ad Pro,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-08,Unknown,THUNDERS,PDA Refreshers - S&D,PDA Refreshers,200000.0,FY23-24
2024,4,2024-04-08,Unknown,Uritreat,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,19814.0,FY23-24
2024,4,2024-04-08,ALPHA,Ramipace,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,75000.0,FY23-24
2024,4,2024-04-08,BONE SAVIORS,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-08,BONE SAVIORS,Redexa,Equipments (With Doctor),Equipments - S&D,20000.0,FY23-24
2024,4,2024-04-08,DIGITAL MARKETING,ERLI,DM Marketing Expenses,DM Marketing Expenses,4301.0,FY23-24
2024,4,2024-04-08,DIGITAL MARKETING,Inosita,DM Marketing Expenses,DM Marketing Expenses,4301.0,FY23-24
2024,4,2024-04-08,DIGITAL MARKETING,Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,1761.0,FY23-24
2024,4,2024-04-08,DIGITAL MARKETING,Kalsob,DM Marketing Expenses,DM Marketing Expenses,23465.0,FY23-24
2024,4,2024-04-08,MAVERICKS,Estar 5,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY23-24
2024,4,2024-04-08,OMRON HEALTH CARE,OMRON (CLAIMABLE),Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,143230.0,FY23-24
2024,4,2024-04-08,TRANSFORMERS,Gouric,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,40000.0,FY23-24
2024,4,2024-04-08,WARRIORS,Actiflor,Doctors Printing,Prescription Pads - S&D,170000.0,FY23-24
2024,4,2024-04-09,BONE SAVIORS,Kalsob,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY23-24
2024,4,2024-04-09,BONE SAVIORS,Nise,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,180000.0,FY23-24
2024,4,2024-04-09,BONE SAVIORS,Redexa,Screening (W/O Doctor),Screening - S&D,64102.0,FY23-24
2024,4,2024-04-09,CHAMPIONS,Ramipace,Others,Others - S&D,80000.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,Erli Plus,DM Marketing Expenses,DM Marketing Expenses,3208.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,K1000,DM Marketing Expenses,DM Marketing Expenses,9114.0,FY23-24
2024,4,2024-04-09,DIGITAL MARKETING,SheVit,DM Marketing Expenses,DM Marketing Expenses,9114.0,FY23-24
2024,4,2024-04-09,GLADIATORS,Adfolic OD,Equipments (With Doctor),Equipments - S&D,76000.0,FY23-24
2024,4,2024-04-09,GLADIATORS,Ferfer,Equipments (With Doctor),Equipments - S&D,32000.0,FY23-24
2024,4,2024-04-09,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,47693.0,FY23-24
2024,4,2024-04-09,INTERNATIONAL MARKETS,Neo-Q 100,Equipments (With Doctor),Equipments - S&D,15520.0,FY23-24
2024,4,2024-04-13,EVOCHECK (TEAM),Evocheck GO,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,118920.0,FY23-24
2024,4,2024-04-14,NAVIGATORS,Dapwiz Plus XR,Screening (With Doctor),Screening - S&D,130000.0,FY23-24
2024,4,2024-04-15,Unknown,Busonide,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,13483.0,FY23-24
2024,4,2024-04-15,Unknown,Institutional Ad Pro,Doctors Printing,Prescription Pads - S&D,50000.0,FY23-24
2024,4,2024-04-15,Unknown,Institutional Ad Pro,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,4,2024-04-15,ALPHA,SheVit,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,10000.0,FY23-24
2024,4,2024-04-15,ELITE,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,300000.0,FY23-24
2024,4,2024-04-15,GLADIATORS,Ferfer,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,16666.0,FY23-24
2024,4,2024-04-16,Unknown,Busonide,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY23-24
2024,4,2024-04-16,ALPHA,Xplended 20,Conference (W/O Doctor),Seminars / Symposium / Video Shows - S&D,47583.0,FY23-24
2024,4,2024-04-16,ALPHA,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,250000.0,FY23-24
2024,4,2024-04-16,Aviators,Erli Plus XR,Equipments (With Doctor),Equipments - S&D,55500.0,FY23-24
2024,4,2024-04-16,DIGITAL MARKETING,Erli Plus,DM Marketing Expenses,DM Marketing Expenses,2105.0,FY23-24
2024,4,2024-04-16,GLADIATORS,Ferfer,Camps (W/O Doctor),Social / Cultural / Educational Program  - S&D,6460.0,FY23-24
2024,4,2024-04-17,GLADIATORS,Ferfer,Workshops (With Doctor),Seminars / Symposium / Video Shows - S&D,58500.0,FY23-24
2024,4,2024-04-17,ONCOLOGY,Bevec,RTD (With Doctor),Social / Cultural / Educational Program  - S&D,10000.0,FY23-24
2024,4,2024-04-18,Aviators,Arbi A,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY23-24
2024,4,2024-04-19,METABOLIZERS,Erli Plus XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,15000.0,FY23-24
2024,4,2024-04-22,Unknown,Busonide,Doctors Printing,Prescription Pads - S&D,235000.0,FY23-24
2024,4,2024-04-22,Unknown,Onita,Equipments (With Doctor),Equipments - S&D,75000.0,FY23-24
2024,4,2024-04-22,Aviators,Arbi A,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,54802.0,FY23-24
2024,4,2024-04-22,INTERNATIONAL MARKETS,K1000,Equipments (With Doctor),Equipments - S&D,50000.0,FY23-24
2024,4,2024-04-22,INTERNATIONAL MARKETS,K1000,Gifts & Souviners (W/O Doctor),Giveaways - S&D,51000.0,FY23-24
2024,4,2024-04-22,MAVERICKS,Klevra,Screening (With Doctor),Screening - S&D,70000.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,Erlina,DM Marketing Expenses,DM Marketing Expenses,145313.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,157813.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,Lowplat,DM Marketing Expenses,DM Marketing Expenses,12500.0,FY23-24
2024,4,2024-04-22,METABOLIZERS,Lowplat Plus,DM Marketing Expenses,DM Marketing Expenses,12500.0,FY23-24
2024,4,2024-04-23,BONE SAVIORS,Nise,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,20000.0,FY23-24
2024,4,2024-04-23,NAVIGATORS,Dapwiz Plus XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,350000.0,FY23-24
2024,4,2024-04-23,TRANSFORMERS,Erli Plus,Screening (With Doctor),Screening - S&D,115000.0,FY23-24
2024,4,2024-04-23,TRANSFORMERS,Gouric,Screening (With Doctor),Screening - S&D,65000.0,FY23-24
2024,4,2024-04-23,WARRIORS,Evofix,Equipments (With Doctor),Equipments - S&D,95000.0,FY23-24
2024,4,2024-04-23,WARRIORS,Ferfer Gro,Equipments (With Doctor),Equipments - S&D,28600.0,FY23-24
2024,4,2024-04-24,Unknown,Busonide,Equipments (With Doctor),Equipments - S&D,129999.0,FY23-24
2024,4,2024-04-24,ALPHA,Xplended 5-10,Equipments (With Doctor),Equipments - S&D,40000.0,FY23-24
2024,4,2024-04-24,DIGITAL MARKETING,ERLI,DM Marketing Expenses,DM Marketing Expenses,4286.0,FY23-24
2024,4,2024-04-24,DIGITAL MARKETING,Inosita,DM Marketing Expenses,DM Marketing Expenses,4286.0,FY23-24
2024,4,2024-04-24,DIGITAL MARKETING,Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,4286.0,FY23-24
2024,4,2024-04-24,DIGITAL MARKETING,Kalsob,DM Marketing Expenses,DM Marketing Expenses,78315.0,FY23-24
2024,4,2024-04-24,DIGITAL MARKETING,Vible,DM Marketing Expenses,DM Marketing Expenses,12711.0,FY23-24
2024,4,2024-04-24,ELITE,Gouric 80,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY23-24
2024,4,2024-04-24,EVOCHECK (TEAM),Evocheck BGM,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,407750.0,FY23-24
2024,4,2024-04-24,NAVIGATORS,Dapwiz Plus XR,Equipments (With Doctor),Equipments - S&D,41200.0,FY23-24
2024,4,2024-04-24,TITANS,BYVAS,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,193453.0,FY23-24
2024,4,2024-04-24,TITANS,Xplended 20,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,193452.0,FY23-24
2024,4,2024-04-29,MAVERICKS,Estar 5,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,90000.0,FY23-24
2024,4,2024-04-30,Unknown,Busonide,Equipments (With Doctor),Equipments - S&D,457500.0,FY23-24
2024,4,2024-04-30,Unknown,Busonide,Renovation Ward (With Doctor),Renovation Wards - S&D,118000.0,FY23-24
