RequestTransferBudgetId,FromProductId,FromGLHeadId,ToProductId,ToGLHeadId,Amount,Remarks,StatusId,CreatedBy,CreatedDate,SendToFLMDate
3339,156,13,156,8,150000.0,,1,3322,2023-10-11 15:52:12.170,
3340,3,2,3,10,150000.0,,1,2755,2023-10-11 16:09:11.913,
3341,114,13,114,9,30000.0,,1,2755,2023-10-11 16:20:04.630,
3342,114,13,114,10,20000.0,,1,2755,2023-10-11 16:20:38.977,
3343,62,8,62,7,122035.0,,1,7312,2023-10-11 16:38:21.710,
3344,111,14,111,6,40000.0,Budget transfer for activity relevant GL,1,2718,2023-10-11 17:16:54.067,
3345,21,13,21,6,135000.0,Please Proceed,1,1567,2023-10-12 09:59:53.667,
3346,21,13,21,7,300000.0,Please Proceed,1,1567,2023-10-12 10:24:25.167,
3347,15,14,15,9,150000.0,,1,3322,2023-10-12 12:24:59.873,
3348,156,14,156,13,100000.0,Budget transfer for activity relevant GL,1,2718,2023-10-12 16:03:40.593,
3349,156,4,156,13,40000.0,Budget transfer for activity relevant GL,1,2718,2023-10-12 16:04:32.060,
3350,187,14,187,7,1600000.0,,1,3900,2023-10-12 17:33:33.017,
3351,22,14,22,7,1000000.0,,1,3852,2023-10-12 18:11:19.920,
3352,146,3,146,7,200000.0,,1,2887,2023-10-13 00:12:10.237,
3353,22,13,22,8,50000.0,,1,3322,2023-10-13 09:29:56.947,
3354,156,4,156,10,100000.0,,1,8617,2023-10-13 12:13:36.053,
3355,156,5,156,10,200000.0,,1,8617,2023-10-13 14:59:05.377,
3356,156,10,156,13,860000.0,Budget transfer for activity relevant GL,1,2718,2023-10-13 15:00:32.280,
3357,156,5,156,7,200000.0,,1,3322,2023-10-13 15:42:33.873,
3358,12,15,55,14,100000.0,,1,8803,2023-10-13 18:07:53.967,
3359,157,7,157,8,220000.0,,1,3322,2023-10-16 12:56:34.440,
3360,65,7,65,8,400000.0,,1,3322,2023-10-16 13:11:12.873,
3361,157,7,157,8,400000.0,,1,3322,2023-10-16 13:12:14.550,
3362,108,7,108,13,200000.0,,1,812,2023-10-16 15:27:29.710,
3363,127,7,127,3,46000.0,,1,7312,2023-10-16 16:36:28.137,
3364,3,2,3,3,100000.0,,1,2755,2023-10-16 16:38:57.810,
3365,62,7,62,3,150000.0,,1,7312,2023-10-16 16:41:58.330,
3366,62,7,62,3,1000.0,,1,7312,2023-10-16 16:43:23.527,
3367,174,1,174,13,6000.0,,1,7312,2023-10-16 17:30:46.723,
3368,21,10,21,9,200000.0,Please Proceed,1,1567,2023-10-17 10:38:51.067,
3369,191,9,191,10,50000.0,,1,3322,2023-10-17 11:11:58.707,
3370,12,15,55,14,500000.0,,1,8803,2023-10-17 11:38:04.410,
3371,52,14,52,13,800000.0,,1,3358,2023-10-17 17:57:47.107,
3372,111,10,111,8,150000.0,Budget transfer for activity relevant GL,1,2718,2023-10-17 18:19:55.007,
3373,187,234,187,3,50000.0,,1,3900,2023-10-18 09:44:00.957,
3374,181,234,181,7,330000.0,,1,3900,2023-10-18 09:45:01.537,
3375,61,10,61,9,200000.0,,1,3900,2023-10-18 11:30:28.390,
3376,187,3,187,13,600000.0,,1,3900,2023-10-18 11:41:11.483,
3377,4,14,4,13,500000.0,,1,3322,2023-10-18 14:12:20.387,
3378,4,14,4,9,100000.0,,1,3322,2023-10-18 14:13:19.940,
3379,111,14,111,8,50000.0,,1,3322,2023-10-18 15:17:47.570,
3380,34,14,34,1,200000.0,,1,7312,2023-10-18 16:19:41.907,
3381,34,14,34,3,20000.0,,1,7312,2023-10-18 16:47:15.573,
3382,65,14,65,7,600000.0,budget movement request due to negative balance,1,1196,2023-10-18 18:07:18.703,
3383,130,14,130,7,800000.0,,1,1196,2023-10-18 18:16:12.807,
3384,34,1,34,13,150000.0,,1,3322,2023-10-19 09:27:31.073,
3385,34,10,34,13,100000.0,,1,3322,2023-10-19 09:27:52.597,
3386,47,14,47,5,72000.0,,1,5660,2023-10-19 11:55:55.207,
3387,21,9,21,7,500000.0,Please Proceed,1,1567,2023-10-19 13:47:09.723,
3388,34,14,34,9,50000.0,,1,3322,2023-10-19 15:23:14.850,
3389,9,2,9,13,26380.0,,1,7130,2023-10-19 17:21:06.240,
3390,128,2,128,13,3913.0,,1,7130,2023-10-19 17:21:49.410,
3391,112,14,112,7,10000.0,,1,5631,2023-10-19 18:08:43.237,
3392,181,10,181,9,90000.0,,1,3900,2023-10-20 11:58:50.643,
3393,111,10,111,13,100000.0,Budget transfer for activity relevant GL,1,2718,2023-10-20 12:21:34.017,
3394,159,13,159,8,50000.0,,1,3322,2023-10-20 12:46:45.920,
3395,164,7,164,234,40000.0,,1,812,2023-10-20 18:18:22.293,
3396,156,5,156,7,200000.0,,1,8617,2023-10-21 22:26:22.637,
3397,65,10,65,4,500000.0,budget movement request due to negative balance,1,1196,2023-10-23 00:16:38.583,
3398,130,10,130,4,400000.0,budget movement request due to negative balance,1,1196,2023-10-23 00:17:17.600,
3399,3,2,3,7,200000.0,,1,2755,2023-10-23 11:31:42.883,
3400,3,13,3,3,150000.0,,1,2755,2023-10-23 11:40:23.660,
3401,156,14,156,3,200000.0,,1,8617,2023-10-23 12:15:10.093,
3402,28,2,28,7,1470942.0,,1,5618,2023-10-23 12:22:11.417,
3403,62,234,62,7,93035.0,,1,7312,2023-10-23 12:33:40.083,
3404,62,2,62,7,64466.0,,1,7312,2023-10-23 12:34:09.300,
3405,62,5,62,7,43785.0,,1,7312,2023-10-23 12:34:41.530,
3406,34,14,34,13,150000.0,,1,7312,2023-10-23 13:02:43.097,
3407,35,2,35,8,50000.0,,1,7312,2023-10-23 13:04:59.137,
3408,62,10,62,9,82478.0,,1,7312,2023-10-23 13:23:10.037,
3409,35,234,35,9,200000.0,,1,7312,2023-10-23 13:24:50.217,
3410,34,234,34,9,50000.0,,1,7312,2023-10-23 13:27:14.190,
3411,35,234,35,8,20000.0,,1,7312,2023-10-23 13:29:11.153,
3412,62,9,62,8,50000.0,,1,7312,2023-10-23 13:42:54.877,
3413,62,7,62,13,30000.0,,1,7312,2023-10-23 13:48:42.033,
3414,62,7,62,9,10000.0,,1,7312,2023-10-23 13:50:37.820,
3415,62,7,62,13,30000.0,,1,7312,2023-10-23 13:51:52.037,
3416,62,7,62,10,50000.0,,1,7312,2023-10-23 13:53:29.297,
3417,62,7,62,10,10000.0,,1,7312,2023-10-23 13:54:34.987,
3418,13,9,13,8,10000.0,,1,2755,2023-10-23 15:39:15.407,
3419,21,13,21,7,100000.0,,1,3322,2023-10-23 16:53:58.150,
3420,4,14,4,7,100000.0,,1,3322,2023-10-23 17:07:03.790,
3421,22,13,22,8,200000.0,,1,3322,2023-10-23 17:28:23.690,
3422,21,14,21,7,100000.0,,1,3322,2023-10-23 18:37:49.727,
3423,114,1,114,13,48000.0,,1,2755,2023-10-24 11:57:20.717,
3424,3,3,3,13,100000.0,,1,2755,2023-10-24 12:10:43.250,
3425,3,10,3,9,50000.0,,1,2755,2023-10-24 12:14:07.987,
3426,4,14,4,13,100000.0,,1,3322,2023-10-24 12:36:34.873,
3427,21,14,21,13,100000.0,,1,3322,2023-10-24 12:36:45.393,
3428,21,14,21,13,200000.0,,1,3322,2023-10-24 12:40:30.140,
3429,156,14,156,8,100000.0,,1,3322,2023-10-24 12:58:03.593,
3430,50,7,50,13,130000.0,,1,3322,2023-10-24 14:57:45.593,
3431,4,14,4,13,200000.0,,1,3322,2023-10-24 15:35:10.187,
3432,21,14,21,7,300000.0,,1,3322,2023-10-24 15:38:09.823,
3433,21,14,21,7,200000.0,,1,3322,2023-10-24 15:38:39.537,
3434,4,10,4,8,100000.0,,1,3322,2023-10-24 15:41:43.800,
3435,151,14,151,7,100000.0,,1,3322,2023-10-24 16:03:10.930,
3436,150,13,150,7,200000.0,,1,3322,2023-10-24 16:03:53.390,
3437,150,13,150,7,50000.0,,1,3322,2023-10-24 16:04:34.713,
3438,150,10,150,7,200000.0,,1,3322,2023-10-24 16:05:57.923,
3439,4,10,4,8,500000.0,,1,3322,2023-10-24 16:12:21.500,
3440,9,2,9,7,145363.0,,1,7130,2023-10-24 17:16:53.733,
3441,9,3,9,7,87393.0,,1,7130,2023-10-24 17:17:20.233,
3442,9,5,9,13,122617.0,,1,7130,2023-10-24 17:21:03.087,
3443,38,14,38,13,484496.0,,1,7130,2023-10-24 17:22:18.567,
3444,53,14,53,13,100000.0,,1,7130,2023-10-24 18:26:08.667,
3445,215,7,215,9,50000.0,,1,3358,2023-10-25 11:09:37.557,
3446,215,7,215,10,156500.0,,1,3358,2023-10-25 11:13:34.930,
3447,156,5,156,7,300000.0,,1,8617,2023-10-25 13:01:26.723,
3448,28,14,28,13,230000.0,,1,5618,2023-10-25 15:16:23.470,
3449,35,14,35,8,245291.0,,1,7312,2023-10-25 17:01:42.313,
3450,35,7,35,8,100000.0,,1,7312,2023-10-25 17:05:37.667,
3451,13,13,13,3,200000.0,,1,5620,2023-10-25 17:34:25.230,
3452,35,234,35,3,55000.0,,1,7312,2023-10-25 19:05:15.547,
3453,35,234,35,3,50000.0,,1,7312,2023-10-25 19:10:59.823,
3454,187,2,187,1,203000.0,,1,3900,2023-10-26 11:00:04.367,
3455,35,8,35,13,100000.0,,1,8858,2023-10-26 11:41:12.600,
3456,13,2,13,10,150000.0,,1,2755,2023-10-26 11:41:34.847,
3457,21,10,21,8,500000.0,,1,3322,2023-10-26 11:43:19.403,
3458,186,2,186,13,200000.0,,1,2887,2023-10-26 11:53:49.133,
3459,186,2,186,7,200000.0,,1,2887,2023-10-26 12:00:02.110,
3460,215,7,9,7,2500000.0,,1,1998,2023-10-26 12:40:27.280,
3461,148,9,148,7,85500.0,,1,5356,2023-10-26 15:11:09.110,
3462,148,9,148,7,85500.0,,1,5356,2023-10-26 15:12:03.907,
3463,148,7,148,9,85500.0,,1,5356,2023-10-26 15:16:24.423,
3464,116,13,116,14,500000.0,,1,8803,2023-10-26 16:12:30.293,
3465,12,15,161,14,500000.0,,1,8803,2023-10-26 16:20:49.203,
3466,65,2,65,13,255000.0,budget movement request due to negative balance,1,1196,2023-10-26 23:46:05.117,
3467,111,10,111,13,200000.0,Budget transfer for activity relevant GL,1,2718,2023-10-27 00:12:03.643,
3468,34,8,34,14,22000.0,,1,7312,2023-10-27 10:30:39.197,
3469,49,7,49,9,100000.0,,1,1912,2023-10-27 12:29:30.033,
3470,4,10,4,13,500000.0,,1,3322,2023-10-27 13:50:36.963,
3471,21,10,21,13,500000.0,,1,3322,2023-10-27 13:50:46.790,
3472,22,10,22,7,500000.0,,1,3322,2023-10-27 13:58:57.803,
3473,22,10,22,8,500000.0,,1,3322,2023-10-27 14:08:20.093,
3474,21,10,21,13,500000.0,,1,3322,2023-10-27 14:14:10.893,
3475,130,7,130,4,1000.0,,1,8802,2023-10-27 15:04:15.187,
3476,163,2,163,1,15000.0,,1,4144,2023-10-27 16:09:30.523,
3477,35,234,35,13,60000.0,,1,7312,2023-10-27 16:27:28.120,
3478,159,14,159,9,100000.0,,1,3322,2023-10-27 16:49:15.767,
3479,16,14,16,2,85000.0,,1,1976,2023-10-27 17:20:36.420,
3480,112,13,112,7,600000.0,,1,5631,2023-10-27 18:04:19.540,
3481,50,8,50,10,26370.0,,1,5631,2023-10-30 10:15:43.730,
3482,50,8,50,10,26370.0,,1,5631,2023-10-30 10:17:13.247,
3483,13,13,13,6,30000.0,,1,5620,2023-10-30 10:19:05.350,
3484,13,13,13,6,70000.0,,1,5620,2023-10-30 10:19:50.497,
3485,13,13,13,6,2000.0,,1,5620,2023-10-30 10:20:22.830,
3486,21,9,21,7,400000.0,,1,7362,2023-10-30 11:02:55.237,
3487,21,10,21,7,200000.0,,1,7362,2023-10-30 11:03:26.433,
3488,47,14,47,9,95065.0,,1,5660,2023-10-30 11:04:49.633,
3489,21,13,21,7,500000.0,,1,7362,2023-10-30 11:08:32.447,
3490,22,10,149,7,1000000.0,Budget transfer request for activities,1,5191,2025-01-15 15:05:11.690,
3491,21,7,21,14,284440.0,,1,7362,2023-10-30 11:17:18.470,
3492,4,10,4,3,200000.0,,1,7362,2023-10-30 11:42:59.367,
3493,111,10,111,7,100000.0,Budget transfer for activity relevant GL,1,2718,2023-10-30 16:05:26.837,
3494,34,4,34,6,16000.0,,1,7312,2023-10-30 16:32:41.740,
3495,35,3,35,13,33000.0,,1,7312,2023-10-30 16:34:19.980,
3496,35,4,35,13,9400.0,,1,7312,2023-10-30 16:35:30.637,
3497,35,234,35,13,1050.0,,1,7312,2023-10-30 16:44:18.367,
3498,61,234,61,10,10413.0,,1,3900,2023-10-30 16:44:41.963,
3499,187,234,187,13,110530.0,,1,3900,2023-10-30 16:45:12.857,
3500,186,1,186,13,5000.0,,1,2887,2023-10-30 16:45:34.880,
3501,181,234,181,9,1320.0,,1,3900,2023-10-30 16:45:37.207,
3502,182,234,182,10,94269.0,,1,3900,2023-10-30 16:46:08.827,
3503,180,234,180,10,103469.0,,1,3900,2023-10-30 16:46:29.583,
3504,183,234,183,10,160045.0,,1,3900,2023-10-30 16:46:55.120,
3505,22,14,22,7,2500000.0,,1,3852,2023-10-30 16:53:46.597,
3506,9,7,9,13,500000.0,,1,7130,2023-10-30 21:28:44.583,
3507,28,4,28,7,1000000.0,,1,5618,2023-10-30 23:31:55.463,
3508,130,1,130,3,136000.0,Please process,1,8802,2023-10-31 10:58:39.897,
3509,49,7,49,9,50000.0,,1,1912,2023-10-31 12:20:26.440,
3510,65,13,65,8,120000.0,,1,3322,2023-10-31 12:32:27.503,
3511,65,7,65,8,200000.0,,1,3322,2023-10-31 12:41:03.310,
3512,49,7,49,9,100000.0,,1,1912,2023-10-31 13:02:30.403,
3513,96,7,96,9,25000.0,,1,1912,2023-10-31 13:30:37.397,
3514,96,7,96,9,25000.0,,1,1912,2023-10-31 13:31:48.410,
3515,51,6,51,7,642407.0,,1,546,2023-10-31 14:43:07.180,
3516,51,10,51,9,670000.0,,1,546,2023-10-31 14:44:29.407,
3517,51,10,51,13,400000.0,,1,546,2023-10-31 14:45:39.880,
3518,34,2,34,13,185000.0,,1,7312,2023-10-31 15:48:09.487,
3519,130,10,65,13,400000.0,,1,2060,2023-10-31 15:51:28.407,
3520,130,10,65,13,400000.0,,1,2060,2023-10-31 15:53:45.480,
3521,65,8,65,13,200000.0,,1,2060,2023-10-31 15:56:52.520,
3522,1,14,1,9,500000.0,,1,8803,2023-10-31 16:19:39.757,
3523,116,13,116,9,500000.0,,1,8803,2023-10-31 16:22:11.777,
3524,161,13,161,9,400000.0,,1,8803,2023-10-31 16:24:36.260,
3525,55,14,55,13,500000.0,,1,8803,2023-10-31 16:35:45.373,
3526,156,4,156,7,200000.0,,1,8617,2023-10-31 17:14:24.297,
3527,156,9,156,7,200000.0,,1,8617,2023-10-31 17:14:41.293,
3528,112,4,112,3,226000.0,,1,5631,2023-10-31 17:17:16.777,
3529,112,234,112,3,138000.0,,1,5631,2023-10-31 17:18:15.210,
3530,27,7,27,2,50000.0,,1,5611,2023-10-31 17:19:56.160,
3531,164,13,164,3,500000.0,,1,5461,2023-10-31 17:28:13.793,
3532,164,3,164,2,250000.0,,1,5461,2023-10-31 17:32:20.193,
3533,21,10,21,13,200000.0,,1,3322,2023-10-31 17:51:54.650,
3534,174,234,174,1,17000.0,,1,7312,2023-11-01 10:09:28.757,
3535,156,4,156,3,400000.0,,1,8617,2023-11-01 10:31:05.543,
3536,22,10,22,8,200000.0,,1,3322,2023-11-01 11:22:29.960,
3537,102,10,102,8,200000.0,,1,3322,2023-11-01 11:22:41.310,
3538,21,14,21,7,500000.0,,1,3322,2023-11-01 11:43:56.870,
3539,158,14,65,7,800000.0,budget movement request due to negative balance,1,1196,2023-11-01 12:18:38.593,
3540,21,14,21,7,340000.0,Please Proceed,1,1567,2023-11-01 18:40:14.267,
3541,21,4,21,7,50000.0,Please Proceed,1,1567,2023-11-01 18:40:33.840,
3542,142,10,142,7,200000.0,,1,2887,2023-11-02 00:55:43.157,
3543,142,10,142,9,200000.0,,1,2887,2023-11-02 00:56:03.833,
3544,142,234,142,8,150000.0,,1,2887,2023-11-02 00:56:23.290,
3545,21,7,21,9,60000.0,Please Proceed,1,1567,2023-11-02 09:33:21.317,
3546,21,7,21,13,450000.0,Please Proceed,1,1567,2023-11-02 09:40:53.220,
3547,21,14,21,7,600000.0,,1,3322,2023-11-02 14:56:28.163,
3548,4,13,4,9,100000.0,,1,3322,2023-11-02 14:58:28.540,
3549,4,13,4,9,50000.0,,1,3322,2023-11-02 14:58:53.407,
3550,21,14,21,7,150000.0,,1,7362,2023-11-02 16:14:44.440,
3551,159,3,159,14,50000.0,,1,8620,2023-11-02 17:51:32.840,
3552,159,3,159,14,2000.0,,1,8620,2023-11-02 18:05:09.493,
3553,181,3,181,9,140000.0,,1,3900,2023-11-03 09:55:16.170,
3554,128,8,128,1,84753.0,,1,7130,2023-11-03 10:50:44.737,
3555,128,8,128,1,100.0,,1,7130,2023-11-03 10:51:15.447,
3556,21,14,21,7,125000.0,,1,1567,2023-11-03 10:53:32.717,
3557,21,14,21,7,100000.0,,1,1567,2023-11-03 10:55:10.913,
3558,21,13,21,7,150000.0,,1,1567,2023-11-03 10:58:53.810,
3559,21,14,21,7,125000.0,,1,7362,2023-11-03 11:00:33.387,
3560,21,14,21,7,125000.0,,1,7362,2023-11-03 11:02:21.890,
3561,21,14,21,7,200000.0,,1,3322,2023-11-03 11:15:37.927,
3562,108,14,108,13,100000.0,,1,3322,2023-11-03 11:22:31.840,
3563,108,1,108,13,180000.0,,1,3322,2023-11-03 11:24:45.493,
3564,21,14,21,8,300000.0,,1,3322,2023-11-03 11:25:01.207,
3565,47,10,47,13,100000.0,,1,3322,2023-11-03 12:29:56.830,
3566,11,2,11,9,100000.0,,1,4144,2023-11-03 12:45:26.080,
3567,2,14,2,2,200000.0,,1,5660,2023-11-03 15:12:10.093,
3568,9,7,9,1,143944.0,,1,7130,2023-11-03 15:43:48.317,
3569,47,10,47,9,170000.0,,1,3322,2023-11-03 15:51:20.203,
3570,9,7,9,3,27820.0,,1,7130,2023-11-03 17:00:44.087,
3571,13,9,13,199,62000.0,,1,2755,2023-11-03 18:04:41.640,
3572,146,10,146,7,200000.0,,1,3322,2023-11-03 18:13:29.193,
3573,186,14,186,13,300000.0,,1,3322,2023-11-03 18:17:48.057,
3574,13,10,44,199,62000.0,,1,2755,2023-11-03 18:34:28.230,
3575,108,14,108,13,60000.0,,1,3322,2023-11-03 18:25:49.017,
3576,108,5,108,13,40000.0,,1,3322,2023-11-03 18:26:22.333,
3577,13,9,44,199,63000.0,,1,2755,2023-11-03 18:35:35.790,
3578,47,6,47,3,157000.0,,1,5631,2023-11-05 20:18:32.790,
3579,3,9,3,3,195000.0,,1,5620,2023-11-06 08:53:13.653,
3580,156,5,156,9,200000.0,,1,8617,2023-11-06 11:28:12.880,
3581,151,3,151,9,100000.0,,1,8617,2023-11-06 11:29:49.807,
3582,60,3,60,10,12500.0,,1,2338,2023-11-06 12:21:56.733,
3583,49,7,49,9,100000.0,,1,1912,2023-11-06 15:40:37.647,
3584,49,7,49,9,100000.0,,1,1912,2023-11-06 15:40:38.280,
3585,21,8,21,7,340000.0,Please Proceed,1,7362,2023-11-06 17:20:57.330,
3586,21,14,21,13,200000.0,,1,3322,2023-11-07 10:24:57.960,
3587,21,14,21,7,500000.0,,1,3322,2023-11-07 10:30:21.367,
3588,22,14,22,7,500000.0,,1,3322,2023-11-07 10:30:42.977,
3589,22,14,22,7,500000.0,,1,3322,2023-11-07 10:30:57.370,
3590,22,14,22,7,1000000.0,,1,3322,2023-11-07 10:33:44.170,
3591,181,7,181,9,300000.0,,1,3900,2023-11-07 10:41:57.493,
3592,111,10,111,7,360000.0,Budget transfer for activity relevant GL,1,2718,2023-11-07 10:43:09.613,
3593,111,13,111,7,50000.0,Budget transfer for activity relevant GL,1,2718,2023-11-07 10:44:01.583,
3594,158,2,158,14,200000.0,budget movement request due to negative balance,1,1196,2023-11-07 11:57:59.393,
3595,61,1,61,13,17000.0,,1,3900,2023-11-07 13:45:47.810,
3596,61,14,61,13,24600.0,,1,3900,2023-11-07 13:46:12.410,
3597,61,9,61,13,26000.0,,1,3900,2023-11-07 13:46:40.797,
3598,61,10,61,13,48750.0,,1,3900,2023-11-07 13:46:59.413,
3599,61,2,61,9,237000.0,,1,3900,2023-11-07 14:02:28.127,
3600,21,4,21,7,4000.0,Please Proceed,1,1567,2023-11-07 14:03:18.317,
3601,21,5,21,7,35000.0,Please Proceed,1,1567,2023-11-07 14:03:44.973,
3602,21,9,21,7,194000.0,Please Proceed,1,1567,2023-11-07 14:04:15.630,
3603,187,10,187,13,400000.0,,1,3900,2023-11-07 14:22:16.720,
3604,127,2,127,9,14000.0,,1,7312,2023-11-07 15:07:57.963,
3605,9,7,9,9,76880.0,,1,7130,2023-11-08 12:01:47.170,
3606,186,3,186,13,200000.0,,1,2887,2023-11-08 12:05:42.570,
3607,115,14,115,9,58830.0,,1,7130,2023-11-08 12:06:19.337,
3608,9,7,9,9,5050.0,,1,7130,2023-11-08 12:08:07.983,
3609,53,14,53,9,67800.0,,1,7130,2023-11-08 12:11:19.217,
3610,38,7,38,14,1000.0,,1,7130,2023-11-08 12:14:16.140,
3611,38,14,38,9,1000.0,,1,7130,2023-11-08 12:15:52.883,
3612,128,2,128,13,10220.0,,1,7130,2023-11-08 12:21:28.660,
3613,53,14,53,13,10220.0,,1,7130,2023-11-08 12:21:52.227,
3614,37,14,37,7,20000.0,,1,3322,2023-11-08 12:37:22.400,
3615,186,2,186,7,250000.0,,1,3322,2023-11-08 12:39:31.147,
3616,52,14,52,4,12501.0,,1,3358,2023-11-08 17:09:39.213,
3617,163,14,163,4,12501.0,,1,3358,2023-11-08 17:10:15.817,
3618,128,8,128,4,12501.0,,1,7130,2023-11-08 17:15:39.247,
3619,9,7,9,4,7667.0,,1,7130,2023-11-08 17:17:12.090,
3620,128,8,128,4,1250.0,,1,7130,2023-11-08 17:17:44.337,
3621,52,14,52,4,1300.0,,1,3358,2023-11-08 17:36:30.737,
3622,163,14,163,4,1300.0,,1,3358,2023-11-08 17:36:44.707,
3623,9,7,9,10,100000.0,internal budget transfer,1,7363,2023-11-08 17:59:08.040,
3624,158,14,158,7,80000.0,budget movement request due to negative balance,1,1196,2023-11-08 18:14:11.700,
3625,22,10,22,7,1200000.0,Please Proceed,1,2073,2023-11-09 08:14:34.773,
3626,22,9,119,7,600000.0,Please Proceed,1,2073,2023-11-09 08:33:58.607,
3627,22,234,119,7,400000.0,Please Proceed,1,2073,2023-11-09 08:34:50.070,
3628,130,1,130,7,12000.0,Please process,1,8802,2023-11-10 09:57:05.760,
3629,51,234,51,7,315297.0,,1,546,2023-11-10 12:30:58.127,
3630,38,13,38,10,40000.0,,1,7363,2023-11-10 15:08:12.733,
3631,115,14,115,10,30000.0,,1,7363,2023-11-10 15:08:49.993,
3632,41,234,41,7,400000.0,,1,8859,2023-11-10 16:21:56.990,
3633,156,3,156,7,100000.0,,1,8617,2023-11-10 16:38:53.923,
3634,164,8,164,3,500000.0,,1,5461,2023-11-10 17:55:05.820,
3635,53,14,53,10,50000.0,,1,7130,2023-11-10 18:00:46.030,
3636,174,234,174,9,32000.0,,1,7312,2023-11-10 18:42:46.450,
3637,191,9,191,2,60000.0,,1,5620,2023-11-10 18:48:43.737,
3638,130,10,130,3,100000.0,Please process,1,8802,2023-11-12 18:47:45.987,
3639,146,9,146,3,395115.0,,1,7411,2023-11-13 10:20:16.700,
3640,49,7,49,3,200000.0,,1,1912,2023-11-13 10:54:53.213,
3641,157,14,157,3,100000.0,Please Process,1,8802,2023-11-13 13:31:36.870,
3642,187,234,187,13,24680.0,,1,3900,2023-11-13 13:59:00.450,
3643,187,1,187,13,106345.0,,1,3900,2023-11-13 13:59:32.437,
3644,187,14,187,13,20614.0,,1,3900,2023-11-13 14:00:01.573,
3645,187,10,187,13,20388.0,,1,3900,2023-11-13 14:00:27.213,
3646,187,3,187,13,67808.0,,1,3900,2023-11-13 14:01:05.673,
3647,187,7,187,13,821378.0,,1,3900,2023-11-13 14:01:42.320,
3648,16,8,16,7,200000.0,,1,546,2023-11-13 14:07:39.077,
3649,16,8,16,7,100000.0,,1,546,2023-11-13 14:09:09.527,
3650,16,14,16,7,600000.0,,1,546,2023-11-13 14:10:16.507,
3651,183,1,183,13,18775.0,,1,3900,2023-11-13 14:11:29.963,
3652,183,2,183,13,122446.0,,1,3900,2023-11-13 14:12:19.893,
3653,183,14,183,13,345440.0,,1,3900,2023-11-13 14:14:12.983,
3654,183,10,183,13,355915.0,,1,3900,2023-11-13 14:15:31.427,
3655,183,3,183,13,249870.0,,1,3900,2023-11-13 14:16:27.073,
3656,41,14,41,9,300000.0,,1,3043,2023-11-13 16:18:47.560,
3657,24,234,24,9,300000.0,,1,7413,2023-11-13 16:21:49.623,
3658,158,1,158,7,300000.0,budget movement request due to negative balance,1,1196,2023-11-13 16:48:27.897,
3659,111,4,111,7,200000.0,Budget transfer for activity relevant GL,1,2718,2023-11-14 09:39:01.973,
3660,111,14,111,7,150000.0,Budget transfer for activity relevant GL,1,2718,2023-11-14 09:39:19.787,
3661,52,14,52,10,50000.0,,1,3358,2023-11-14 10:05:06.643,
3662,183,13,183,10,200000.0,,1,3322,2023-11-14 10:08:21.493,
3663,156,1,156,3,100000.0,,1,8617,2023-11-14 10:11:57.403,
3664,187,13,187,9,200000.0,,1,3322,2023-11-14 10:19:36.063,
3665,156,1,156,7,100000.0,,1,8617,2023-11-14 10:20:55.070,
3666,151,10,151,7,120000.0,,1,8617,2023-11-14 10:21:44.750,
3667,151,3,151,7,60000.0,,1,8617,2023-11-14 10:22:39.230,
3668,111,4,111,8,140000.0,,1,8617,2023-11-14 10:30:38.513,
3669,158,3,158,8,200000.0,budget movement request due to negative balance,1,1196,2023-11-14 10:41:43.363,
3670,111,1,111,8,50000.0,,1,8617,2023-11-14 10:55:15.930,
3671,150,4,150,13,200000.0,,1,3852,2023-11-14 11:26:29.250,
3672,150,10,150,8,300000.0,,1,3852,2023-11-14 11:26:55.450,
3673,111,234,111,13,50000.0,Budget transfer for activity relevant GL,1,2718,2023-11-14 11:27:43.923,
3674,156,234,156,13,100000.0,Budget transfer for activity relevant GL,1,2718,2023-11-14 11:28:15.763,
3675,41,1,41,13,100000.0,Budget transfer for activity relevant GL,1,8859,2023-11-14 11:30:38.940,
3676,41,1,41,13,50000.0,Budget transfer for activity relevant GL,1,8859,2023-11-14 11:36:28.290,
3677,111,14,111,7,300000.0,Budget transfer for activity relevant GL,1,2718,2023-11-14 12:39:40.967,
3678,111,4,111,7,100000.0,Budget transfer for activity relevant GL,1,2718,2023-11-14 12:40:45.190,
3679,51,10,51,7,500000.0,,1,546,2023-11-14 12:57:20.183,
3680,157,14,157,8,200000.0,,1,3322,2023-11-14 16:46:25.720,
3681,65,7,65,8,100000.0,,1,3322,2023-11-14 16:48:02.467,
3682,65,7,65,8,100000.0,,1,3322,2023-11-14 16:48:44.230,
3683,41,234,41,13,50000.0,,1,8620,2023-11-14 16:56:06.347,
3684,157,14,157,9,200000.0,,1,3322,2023-11-14 17:10:01.287,
3685,65,2,65,13,194000.0,,1,3322,2023-11-14 17:13:42.697,
3686,157,1,157,10,100000.0,,1,3322,2023-11-14 17:18:42.333,
3687,65,14,65,9,100000.0,,1,3322,2023-11-14 17:23:54.307,
3688,65,13,65,4,5000.0,,1,3322,2023-11-14 17:29:17.713,
3689,49,7,49,3,100000.0,,1,1912,2023-11-14 18:09:54.350,
3690,41,14,41,3,200000.0,,1,8859,2023-11-14 18:30:05.260,
3691,112,10,112,7,270000.0,,1,5631,2023-11-14 19:07:04.967,
3692,159,3,159,13,20000.0,,1,8620,2023-11-14 19:29:34.507,
